countyfips,buyer_county,buyer_state,average_pills_per_year
34009,CAPE MAY,NJ,3893198
34011,CUMBERLAND,NJ,5968544
34013,ESSEX,NJ,13357256
34015,GLOUCESTER,NJ,12089704
34017,HUDSON,NJ,9425956
34019,HUNTERDON,NJ,2220487
34021,MERCER,NJ,7845673
34023,MIDDLESEX,NJ,19631269
34025,MONMOUTH,NJ,17398784
34027,MORRIS,NJ,9549967
34029,OCEAN,NJ,18258376
34031,PASSAIC,NJ,9178875
34033,SALEM,NJ,2349834
34035,SOMERSET,NJ,5008263
34037,SUSSEX,NJ,3964823
34039,UNION,NJ,10615735
34041,WARREN,NJ,2931468
35001,BERNALILLO,NM,28650286
35003,CATRON,NM,300
35005,CHAVES,NM,2560167
35006,CIBOLA,NM,442169
35007,COLFAX,NM,633872
35009,CURRY,NM,1500214
35011,DE BACA,NM,98771
35013,DONA ANA,NM,4994662
35015,EDDY,NM,2419347
35017,GRANT,NM,1508601
35019,GUADALUPE,NM,99343
35023,HIDALGO,NM,81900
35025,LEA,NM,2238936
35027,LINCOLN,NM,1051359
35028,LOS ALAMOS,NM,507313
35029,LUNA,NM,867547
35031,MCKINLEY,NM,1016584
35035,OTERO,NM,1975919
35037,QUAY,NM,367577
35039,RIO ARRIBA,NM,1884346
35041,ROOSEVELT,NM,527727
35043,SANDOVAL,NM,3475084
35045,SAN JUAN,NM,3196532
35047,SAN MIGUEL,NM,1296746
35049,SANTA FE,NM,6297921
35051,SIERRA,NM,888249
35053,SOCORRO,NM,739446
35055,TAOS,NM,1439957
35057,TORRANCE,NM,303410
35059,UNION,NM,75517
35061,VALENCIA,NM,3494217
36001,ALBANY,NY,7537104
36003,ALLEGANY,NY,1603960
36005,BRONX,NY,19134097
36007,BROOME,NY,8097210
36009,CATTARAUGUS,NY,3352433
36011,CAYUGA,NY,2008395
36013,CHAUTAUQUA,NY,6131203
36015,CHEMUNG,NY,3184150
36017,CHENANGO,NY,1634069
36019,CLINTON,NY,3035277
36021,COLUMBIA,NY,1990431
36023,CORTLAND,NY,1580076
36025,DELAWARE,NY,1771752
36027,DUTCHESS,NY,8562185
36029,ERIE,NY,44663833
36031,ESSEX,NY,919048
36033,FRANKLIN,NY,1487856
36035,FULTON,NY,1789076
36037,GENESEE,NY,2068757
36039,GREENE,NY,1975549
36041,HAMILTON,NY,1986
36043,HERKIMER,NY,2046223
36045,JEFFERSON,NY,2960037
36047,KINGS,NY,27608183
36049,LEWIS,NY,479680
36051,LIVINGSTON,NY,1705559
36053,MADISON,NY,2263009
36055,MONROE,NY,24131633
36057,MONTGOMERY,NY,1893254
36059,NASSAU,NY,37397204
36061,NEW YORK,NY,30449170
36063,NIAGARA,NY,11005129
36065,ONEIDA,NY,8079545
36067,ONONDAGA,NY,17683792
36069,ONTARIO,NY,3526249
36071,ORANGE,NY,11818623
36073,ORLEANS,NY,1575993
36075,OSWEGO,NY,4159201
36077,OTSEGO,NY,2502534
36079,PUTNAM,NY,2139964
36081,QUEENS,NY,25257961
36083,RENSSELAER,NY,4349444
36085,RICHMOND,NY,15764999
36087,ROCKLAND,NY,6692594
36089,SAINT LAWRENCE,NY,3422539
36091,SARATOGA,NY,6027871
36093,SCHENECTADY,NY,3912811
36095,SCHOHARIE,NY,1047597
36097,SCHUYLER,NY,613449
36099,SENECA,NY,949304
36101,STEUBEN,NY,3127043
36103,SUFFOLK,NY,49311433
36105,SULLIVAN,NY,3892184
36107,TIOGA,NY,1039739
36109,TOMPKINS,NY,2641037
36111,ULSTER,NY,6195386
36113,WARREN,NY,2883709
36115,WASHINGTON,NY,1805053
36117,WAYNE,NY,2958316
36119,WESTCHESTER,NY,17217350
36121,WYOMING,NY,1285254
36123,YATES,NY,552184
37001,ALAMANCE,NC,5413008
37003,ALEXANDER,NC,1429709
37005,ALLEGHANY,NC,431163
37007,ANSON,NC,837560
37009,ASHE,NC,1139337
37011,AVERY,NC,1031264
37013,BEAUFORT,NC,2203141
37015,BERTIE,NC,504857
37017,BLADEN,NC,1995167
37019,BRUNSWICK,NC,6263013
37021,BUNCOMBE,NC,10525877
37023,BURKE,NC,6156164
37025,CABARRUS,NC,7139124
37027,CALDWELL,NC,5084127
37031,CARTERET,NC,3604931
37033,CASWELL,NC,381062
37035,CATAWBA,NC,9625039
37037,CHATHAM,NC,1353030
37039,CHEROKEE,NC,2079849
37041,CHOWAN,NC,370701
37043,CLAY,NC,531326
37045,CLEVELAND,NC,5422749
37047,COLUMBUS,NC,6386789
37049,CRAVEN,NC,5226633
37051,CUMBERLAND,NC,11063431
37053,CURRITUCK,NC,360689
37055,DARE,NC,1823782
37057,DAVIDSON,NC,6511135
37059,DAVIE,NC,1732021
37061,DUPLIN,NC,1866892
37063,DURHAM,NC,7261843
37065,EDGECOMBE,NC,1342522
37067,FORSYTH,NC,13300488
37069,FRANKLIN,NC,1554443
37071,GASTON,NC,11442324
37073,GATES,NC,149456
37075,GRAHAM,NC,450204
37077,GRANVILLE,NC,2067170
37079,GREENE,NC,350340
37081,GUILFORD,NC,16008608
37083,HALIFAX,NC,1980087
37085,HARNETT,NC,3854776
37087,HAYWOOD,NC,3198680
37089,HENDERSON,NC,5312126
37091,HERTFORD,NC,1224123
37093,HOKE,NC,987130
37097,IREDELL,NC,7708899
37099,JACKSON,NC,1674630
37101,JOHNSTON,NC,4952661
37103,JONES,NC,214467
37105,LEE,NC,3146891
37107,LENOIR,NC,3725553
37109,LINCOLN,NC,3349534
37111,MCDOWELL,NC,2371894
37113,MACON,NC,1457387
37115,MADISON,NC,683690
37117,MARTIN,NC,1220177
37119,MECKLENBURG,NC,19665201
37121,MITCHELL,NC,1216143
37123,MONTGOMERY,NC,1162404
37125,MOORE,NC,4980293
37127,NASH,NC,3838457
37129,NEW HANOVER,NC,9441574
37131,NORTHAMPTON,NC,210123
37133,ONSLOW,NC,5305954
37135,ORANGE,NC,2499794
37137,PAMLICO,NC,419417
37139,PASQUOTANK,NC,1477061
37141,PENDER,NC,1288800
37143,PERQUIMANS,NC,281655
37145,PERSON,NC,1802085
37147,PITT,NC,5973888
37149,POLK,NC,783377
37151,RANDOLPH,NC,4268576
37153,RICHMOND,NC,3457049
37155,ROBESON,NC,7491157
37157,ROCKINGHAM,NC,6461801
37159,ROWAN,NC,6424768
37161,RUTHERFORD,NC,3377664
37163,SAMPSON,NC,2419007
37165,SCOTLAND,NC,2676539
37167,STANLY,NC,3135591
37169,STOKES,NC,1959501
37171,SURRY,NC,5889576
37173,SWAIN,NC,708950
37175,TRANSYLVANIA,NC,1569670
37177,TYRRELL,NC,138800
37179,UNION,NC,4806081
37181,VANCE,NC,3211440
37183,WAKE,NC,20624051
37185,WARREN,NC,244941
37187,WASHINGTON,NC,424126
37189,WATAUGA,NC,1542753
37191,WAYNE,NC,4260504
37193,WILKES,NC,3811636
37195,WILSON,NC,3518759
37197,YADKIN,NC,1355591
37199,YANCEY,NC,1050494
38001,ADAMS,ND,108324
38003,BARNES,ND,267656
38005,BENSON,ND,8573
38009,BOTTINEAU,ND,65729
38011,BOWMAN,ND,45229
38015,BURLEIGH,ND,2204253
38017,CASS,ND,2550423
38019,CAVALIER,ND,35274
38021,DICKEY,ND,81560
38023,DIVIDE,ND,37586
38025,DUNN,ND,29714
38027,EDDY,ND,41714
38029,EMMONS,ND,57824
38031,FOSTER,ND,104163
38033,GOLDEN VALLEY,ND,25500
38035,GRAND FORKS,ND,1516289
38037,GRANT,ND,35786
38039,GRIGGS,ND,24357
38041,HETTINGER,ND,45271
38043,KIDDER,ND,26857
38045,LAMOURE,ND,25184
38047,LOGAN,ND,23000
38049,MCHENRY,ND,32014
38051,MCINTOSH,ND,75649
38053,MCKENZIE,ND,65521
38055,MCLEAN,ND,152134
38057,MERCER,ND,194830
38059,MORTON,ND,525081
38061,MOUNTRAIL,ND,89310
38063,NELSON,ND,23771
38067,PEMBINA,ND,113014
38069,PIERCE,ND,94671
38071,RAMSEY,ND,431597
38073,RANSOM,ND,97947
38075,RENVILLE,ND,13533
38077,RICHLAND,ND,189957
38079,ROLETTE,ND,216536
38081,SARGENT,ND,35757
38089,STARK,ND,633797
38093,STUTSMAN,ND,411411
38095,TOWNER,ND,18220
38097,TRAILL,ND,128631
38099,WALSH,ND,298540
38101,WARD,ND,974404
38103,WELLS,ND,79469
38105,WILLIAMS,ND,523314
39001,ADAMS,OH,1738870
39003,ALLEN,OH,3273711
39005,ASHLAND,OH,1148560
39007,ASHTABULA,OH,4119799
39009,ATHENS,OH,3043854
39011,AUGLAIZE,OH,1140133
39013,BELMONT,OH,4282142
39015,BROWN,OH,2132524
39017,BUTLER,OH,22543559
39019,CARROLL,OH,540890
39021,CHAMPAIGN,OH,1142719
39023,CLARK,OH,6355829
39025,CLERMONT,OH,9537971
39027,CLINTON,OH,2469676
39029,COLUMBIANA,OH,4013119
39031,COSHOCTON,OH,1055311
39033,CRAWFORD,OH,1690390
39035,CUYAHOGA,OH,38158480
39037,DARKE,OH,1093213
39039,DEFIANCE,OH,1121903
39041,DELAWARE,OH,5982472
39043,ERIE,OH,3200664
39045,FAIRFIELD,OH,5954857
39047,FAYETTE,OH,1507574
39049,FRANKLIN,OH,59329409
39051,FULTON,OH,1177295
39053,GALLIA,OH,2725881
39055,GEAUGA,OH,2105860
39057,GREENE,OH,5736894
39059,GUERNSEY,OH,2356253
39061,HAMILTON,OH,36307876
39063,HANCOCK,OH,2084321
39065,HARDIN,OH,1101556
39067,HARRISON,OH,427814
39069,HENRY,OH,530914
39071,HIGHLAND,OH,2484014
39073,HOCKING,OH,1351851
39075,HOLMES,OH,377983
39077,HURON,OH,2532157
39079,JACKSON,OH,3547259
39081,JEFFERSON,OH,3881833
39083,KNOX,OH,2465063
39085,LAKE,OH,9275443
39087,LAWRENCE,OH,3720061
39089,LICKING,OH,5385464
39091,LOGAN,OH,1767587
39093,LORAIN,OH,9692251
39095,LUCAS,OH,23448630
39097,MADISON,OH,1486451
39099,MAHONING,OH,10861414
39101,MARION,OH,2736740
39103,MEDINA,OH,6879799
39105,MEIGS,OH,1516018
39107,MERCER,OH,774299
39109,MIAMI,OH,3445868
39111,MONROE,OH,358731
39113,MONTGOMERY,OH,25025314
39115,MORGAN,OH,400894
39117,MORROW,OH,832194
39119,MUSKINGUM,OH,5056707
39121,NOBLE,OH,578696
39123,OTTAWA,OH,1255739
39125,PAULDING,OH,355731
39127,PERRY,OH,1825747
39129,PICKAWAY,OH,2544973
39131,PIKE,OH,1538090
39133,PORTAGE,OH,4589821
39135,PREBLE,OH,1760899
39137,PUTNAM,OH,770481
39139,RICHLAND,OH,4327571
39141,ROSS,OH,5039288
39143,SANDUSKY,OH,1807333
39145,SCIOTO,OH,5383728
39147,SENECA,OH,2270814
39149,SHELBY,OH,1514591
39151,STARK,OH,17068834
39153,SUMMIT,OH,24024331
39155,TRUMBULL,OH,11692119
39157,TUSCARAWAS,OH,3564436
39159,UNION,OH,1774000
39161,VAN WERT,OH,834389
39163,VINTON,OH,224329
39165,WARREN,OH,8353530
39167,WASHINGTON,OH,3334405
39169,WAYNE,OH,2954274
39171,WILLIAMS,OH,896630
39173,WOOD,OH,4244334
39175,WYANDOT,OH,460253
40001,ADAIR,OK,898257
40003,ALFALFA,OK,86813
40005,ATOKA,OK,606821
40007,BEAVER,OK,104266
40009,BECKHAM,OK,1816507
40011,BLAINE,OK,244131
40013,BRYAN,OK,2534494
40015,CADDO,OK,1480063
40017,CANADIAN,OK,4870439
40019,CARTER,OK,3133156
40021,CHEROKEE,OK,2580931
40023,CHOCTAW,OK,1109337
40025,CIMARRON,OK,51881
40027,CLEVELAND,OK,10068462
40029,COAL,OK,128694
40031,COMANCHE,OK,4741082
40033,COTTON,OK,143814
40035,CRAIG,OK,590267
40037,CREEK,OK,4043167
40039,CUSTER,OK,1329144
40041,DELAWARE,OK,1338956
40043,DEWEY,OK,167514
40045,ELLIS,OK,112374
40047,GARFIELD,OK,2363311
40049,GARVIN,OK,1633730
40051,GRADY,OK,1872599
40053,GRANT,OK,25071
40055,GREER,OK,434869
40057,HARMON,OK,185100
40059,HARPER,OK,124227
40061,HASKELL,OK,822980
40063,HUGHES,OK,582401
40065,JACKSON,OK,1425114
40067,JEFFERSON,OK,591747
40069,JOHNSTON,OK,717820
40071,KAY,OK,2358863
40073,KINGFISHER,OK,723720
40075,KIOWA,OK,509141
40077,LATIMER,OK,707883
40079,LE FLORE,OK,2948843
40081,LINCOLN,OK,1220607
40083,LOGAN,OK,1058499
40085,LOVE,OK,325779
40087,MCCLAIN,OK,2591513
40089,MCCURTAIN,OK,2461084
40091,MCINTOSH,OK,1371657
40093,MAJOR,OK,124829
40095,MARSHALL,OK,668523
40097,MAYES,OK,2947601
40099,MURRAY,OK,960524
40101,MUSKOGEE,OK,4116867
40103,NOBLE,OK,338870
40105,NOWATA,OK,284741
40107,OKFUSKEE,OK,529849
40109,OKLAHOMA,OK,43476610
40111,OKMULGEE,OK,1933613
40113,OSAGE,OK,715506
40115,OTTAWA,OK,1301407
40117,PAWNEE,OK,867833
40119,PAYNE,OK,3913226
40121,PITTSBURG,OK,2802078
40123,PONTOTOC,OK,2045101
40125,POTTAWATOMIE,OK,4728487
40127,PUSHMATAHA,OK,502551
40129,ROGER MILLS,OK,84502
40131,ROGERS,OK,4617583
40133,SEMINOLE,OK,1420149
40135,SEQUOYAH,OK,2343969
40137,STEPHENS,OK,3728160
40139,TEXAS,OK,803096
40141,TILLMAN,OK,486296
40143,TULSA,OK,39316168
40145,WAGONER,OK,2275370
40147,WASHINGTON,OK,2546724
40149,WASHITA,OK,146461
40151,WOODS,OK,401463
40153,WOODWARD,OK,801229
41001,BAKER,OR,1028001
41003,BENTON,OR,2509416
41005,CLACKAMAS,OR,20268151
41007,CLATSOP,OR,2566114
41009,COLUMBIA,OR,2221149
41011,COOS,OR,4514979
41013,CROOK,OR,968040
41015,CURRY,OR,1863364
41017,DESCHUTES,OR,6704406
41019,DOUGLAS,OR,6614441
41021,GILLIAM,OR,55403
41023,GRANT,OR,316267
41025,HARNEY,OR,316619
41027,HOOD RIVER,OR,936489
41029,JACKSON,OR,13478852
41031,JEFFERSON,OR,703843
41033,JOSEPHINE,OR,6505802
41035,KLAMATH,OR,3471564
41037,LAKE,OR,530407
41039,LANE,OR,18332100
41041,LINCOLN,OR,3544704
41043,LINN,OR,6476682
41045,MALHEUR,OR,1689423
41047,MARION,OR,13069420
41049,MORROW,OR,176457
41051,MULTNOMAH,OR,38240053
41053,POLK,OR,2326414
41057,TILLAMOOK,OR,1838100
41059,UMATILLA,OR,3226230
41061,UNION,OR,1463391
41063,WALLOWA,OR,282084
41065,WASCO,OR,1849616
41067,WASHINGTON,OR,18924191
41069,WHEELER,OR,76
41071,YAMHILL,OR,3895196
42001,ADAMS,PA,2423073
42003,ALLEGHENY,PA,48388036
42005,ARMSTRONG,PA,2580254
42007,BEAVER,PA,5772441
42009,BEDFORD,PA,1576077
42011,BERKS,PA,9077766
42013,BLAIR,PA,6274294
42015,BRADFORD,PA,2136140
42017,BUCKS,PA,23676941
42019,BUTLER,PA,5710488
42021,CAMBRIA,PA,8903871
42023,CAMERON,PA,284566
42025,CARBON,PA,2850208
42027,CENTRE,PA,2911815
42029,CHESTER,PA,10780523
42031,CLARION,PA,1078675
42033,CLEARFIELD,PA,2810128
42035,CLINTON,PA,1472723
42037,COLUMBIA,PA,2015063
42039,CRAWFORD,PA,3581663
42041,CUMBERLAND,PA,7925277
42043,DAUPHIN,PA,8633437
42045,DELAWARE,PA,23447848
42047,ELK,PA,1128333
42049,ERIE,PA,10897679
42051,FAYETTE,PA,8334221
42053,FOREST,PA,145196
42055,FRANKLIN,PA,3858592
42057,FULTON,PA,252366
42059,GREENE,PA,1374033
42061,HUNTINGDON,PA,911639
42063,INDIANA,PA,2714257
42065,JEFFERSON,PA,1566624
42067,JUNIATA,PA,695371
42069,LACKAWANNA,PA,11289983
42071,LANCASTER,PA,14476319
42073,LAWRENCE,PA,4639157
42075,LEBANON,PA,3097876
42077,LEHIGH,PA,7874314
42079,LUZERNE,PA,13019713
42081,LYCOMING,PA,3825603
42083,MCKEAN,PA,1770467
42085,MERCER,PA,5805052
42087,MIFFLIN,PA,1797950
42089,MONROE,PA,6257666
42091,MONTGOMERY,PA,27664654
42093,MONTOUR,PA,447294
42095,NORTHAMPTON,PA,7597588
42097,NORTHUMBERLAND,PA,3471136
42099,PERRY,PA,1462550
42101,PHILADELPHIA,PA,56292507
42103,PIKE,PA,2038630
42105,POTTER,PA,585944
42107,SCHUYLKILL,PA,5630513
42109,SNYDER,PA,918650
42111,SOMERSET,PA,2375513
42113,SULLIVAN,PA,94523
42115,SUSQUEHANNA,PA,981326
42117,TIOGA,PA,1304794
42119,UNION,PA,857266
42121,VENANGO,PA,1906949
42123,WARREN,PA,1126909
42125,WASHINGTON,PA,7492774
42127,WAYNE,PA,1983439
42129,WESTMORELAND,PA,14274042
42131,WYOMING,PA,1053429
42133,YORK,PA,11629719
44001,BRISTOL,RI,1096261
44003,KENT,RI,8169561
44005,NEWPORT,RI,2349830
44007,PROVIDENCE,RI,20562431
44009,WASHINGTON,RI,4262509
45001,ABBEVILLE,SC,479033
45003,AIKEN,SC,5434401
45005,ALLENDALE,SC,261730
45007,ANDERSON,SC,8808095
45009,BAMBERG,SC,491677
45011,BARNWELL,SC,1112344
45013,BEAUFORT,SC,3485140
45015,BERKELEY,SC,4892497
45017,CALHOUN,SC,181711
45019,CHARLESTON,SC,85172296
45021,CHEROKEE,SC,3663144
45023,CHESTER,SC,1074249
45025,CHESTERFIELD,SC,2484341
45027,CLARENDON,SC,1452841
45029,COLLETON,SC,1801857
45031,DARLINGTON,SC,5766820
45033,DILLON,SC,1758935
45035,DORCHESTER,SC,5050220
45037,EDGEFIELD,SC,232609
45039,FAIRFIELD,SC,569546
45041,FLORENCE,SC,8634994
45043,GEORGETOWN,SC,3041600
45045,GREENVILLE,SC,24472094
45047,GREENWOOD,SC,3008581
45049,HAMPTON,SC,748414
45051,HORRY,SC,14594640
45053,JASPER,SC,512700
45055,KERSHAW,SC,1715731
45057,LANCASTER,SC,2779724
45059,LAURENS,SC,3259584
45061,LEE,SC,466204
45063,LEXINGTON,SC,8131564
45065,MCCORMICK,SC,141981
45067,MARION,SC,1503297
45069,MARLBORO,SC,1273608
45071,NEWBERRY,SC,1272566
45073,OCONEE,SC,5761250
45075,ORANGEBURG,SC,2986893
45077,PICKENS,SC,6137406
45079,RICHLAND,SC,8084725
45081,SALUDA,SC,252950
45083,SPARTANBURG,SC,18102555
45085,SUMTER,SC,2634754
45087,UNION,SC,1814123
45089,WILLIAMSBURG,SC,891696
45091,YORK,SC,5374944
46005,BEADLE,SD,314283
46007,BENNETT,SD,41609
46009,BON HOMME,SD,93094
46011,BROOKINGS,SD,434290
46013,BROWN,SD,697344
46015,BRULE,SD,105829
46019,BUTTE,SD,118686
46023,CHARLES MIX,SD,104571
46025,CLARK,SD,24071
46027,CLAY,SD,164340
46029,CODINGTON,SD,706849
46031,CORSON,SD,30
46033,CUSTER,SD,170514
46035,DAVISON,SD,501404
46037,DAY,SD,101356
46039,DEUEL,SD,42369
46041,DEWEY,SD,4000
46043,DOUGLAS,SD,49054
46045,EDMUNDS,SD,35847
46047,FALL RIVER,SD,228307
46049,FAULK,SD,41657
46051,GRANT,SD,116414
46053,GREGORY,SD,118877
46055,HAAKON,SD,48514
46059,HAND,SD,54571
46065,HUGHES,SD,531042
46067,HUTCHINSON,SD,145360
46073,JERAULD,SD,51643
46077,KINGSBURY,SD,77873
46079,LAKE,SD,167019
46081,LAWRENCE,SD,673054
46083,LINCOLN,SD,384417
46085,LYMAN,SD,28025
46087,MCCOOK,SD,49529
46089,MCPHERSON,SD,22589
46091,MARSHALL,SD,75193
46093,MEADE,SD,231356
46095,MELLETTE,SD,78186
46097,MINER,SD,16774
46099,MINNEHAHA,SD,5213336
46101,MOODY,SD,34551
46103,PENNINGTON,SD,2591076
46105,PERKINS,SD,48457
46107,POTTER,SD,100229
46109,ROBERTS,SD,104280
46115,SPINK,SD,93571
46117,STANLEY,SD,41306
46123,TRIPP,SD,203371
46125,TURNER,SD,102766
46127,UNION,SD,332851
46129,WALWORTH,SD,145829
46135,YANKTON,SD,642881
47001,ANDERSON,TN,6085873
47003,BEDFORD,TN,2011673
47005,BENTON,TN,1554336
47007,BLEDSOE,TN,637481
47009,BLOUNT,TN,6536934
47011,BRADLEY,TN,7727003
47013,CAMPBELL,TN,3896766
47015,CANNON,TN,1015987
47017,CARROLL,TN,2859068
47019,CARTER,TN,3218581
47021,CHEATHAM,TN,1677147
47023,CHESTER,TN,667623
47025,CLAIBORNE,TN,3607643
47027,CLAY,TN,832902
47029,COCKE,TN,3397490
47031,COFFEE,TN,4268005
47033,CROCKETT,TN,464580
47035,CUMBERLAND,TN,3886329
47037,DAVIDSON,TN,30126266
47039,DECATUR,TN,1594090
47041,DEKALB,TN,1808466
47043,DICKSON,TN,2826139
47045,DYER,TN,2708498
47047,FAYETTE,TN,982997
47049,FENTRESS,TN,2339511
47051,FRANKLIN,TN,2615389
47053,GIBSON,TN,2545119
47055,GILES,TN,1885069
47057,GRAINGER,TN,1164981
47059,GREENE,TN,4370049
47061,GRUNDY,TN,1880774
47063,HAMBLEN,TN,8550491
47065,HAMILTON,TN,20278528
47067,HANCOCK,TN,380759
47069,HARDEMAN,TN,938496
47071,HARDIN,TN,1818472
47073,HAWKINS,TN,3313811
47075,HAYWOOD,TN,365501
47077,HENDERSON,TN,1314849
47079,HENRY,TN,2855396
47081,HICKMAN,TN,684999
47083,HOUSTON,TN,399540
47085,HUMPHREYS,TN,923581
47087,JACKSON,TN,538126
47089,JEFFERSON,TN,3371696
47091,JOHNSON,TN,1157029
47093,KNOX,TN,30374450
47095,LAKE,TN,306277
47097,LAUDERDALE,TN,1203699
47099,LAWRENCE,TN,2840809
47101,LEWIS,TN,782269
47103,LINCOLN,TN,1741741
47105,LOUDON,TN,2550410
47107,MCMINN,TN,3920257
47109,MCNAIRY,TN,1765704
47111,MACON,TN,1190993
47113,MADISON,TN,4788290
47115,MARION,TN,1628730
47117,MARSHALL,TN,2309877
47119,MAURY,TN,4492509
47121,MEIGS,TN,375993
47123,MONROE,TN,2845709
47125,MONTGOMERY,TN,6329056
47127,MOORE,TN,52111
47129,MORGAN,TN,1528123
47131,OBION,TN,1491530
47133,OVERTON,TN,1355256
47135,PERRY,TN,472287
47137,PICKETT,TN,419809
47139,POLK,TN,1671131
47141,PUTNAM,TN,5000652
47143,RHEA,TN,2568552
47145,ROANE,TN,5678301
47147,ROBERTSON,TN,3940899
47149,RUTHERFORD,TN,16819040
47151,SCOTT,TN,2080846
47153,SEQUATCHIE,TN,1464501
47155,SEVIER,TN,5220919
47157,SHELBY,TN,22490267
47159,SMITH,TN,2467020
47161,STEWART,TN,397437
47163,SULLIVAN,TN,15433490
47165,SUMNER,TN,7070542
47167,TIPTON,TN,1865336
47169,TROUSDALE,TN,849600
47171,UNICOI,TN,1600170
47173,UNION,TN,1248659
47175,VAN BUREN,TN,127800
47177,WARREN,TN,3691913
47179,WASHINGTON,TN,8456686
47181,WAYNE,TN,1432950
47183,WEAKLEY,TN,2047354
47185,WHITE,TN,1542073
47187,WILLIAMSON,TN,6747529
47189,WILSON,TN,5277950
48001,ANDERSON,TX,2408704
48003,ANDREWS,TX,348136
48005,ANGELINA,TX,4092719
48007,ARANSAS,TX,1042839
48009,ARCHER,TX,150
48011,ARMSTRONG,TX,16661
48013,ATASCOSA,TX,2118613
48015,AUSTIN,TX,763279
48017,BAILEY,TX,140401
48019,BANDERA,TX,392177
48021,BASTROP,TX,2054847
48023,BAYLOR,TX,126973
48025,BEE,TX,853197
48027,BELL,TX,7206238
48029,BEXAR,TX,46677948
48031,BLANCO,TX,145666
48035,BOSQUE,TX,399866
48037,BOWIE,TX,4888955
48039,BRAZORIA,TX,9620521
48041,BRAZOS,TX,4052295
48043,BREWSTER,TX,348603
48047,BROOKS,TX,180134
48049,BROWN,TX,2529057
48051,BURLESON,TX,345846
48053,BURNET,TX,1845840
48055,CALDWELL,TX,648843
48057,CALHOUN,TX,1019060
48059,CALLAHAN,TX,144919
48061,CAMERON,TX,4778988
48063,CAMP,TX,407889
48065,CARSON,TX,63347
48067,CASS,TX,1650379
48069,CASTRO,TX,127114
48071,CHAMBERS,TX,376400
48073,CHEROKEE,TX,1680303
48075,CHILDRESS,TX,532203
48077,CLAY,TX,198196
48079,COCHRAN,TX,18500
48083,COLEMAN,TX,139814
48085,COLLIN,TX,17844762
48089,COLORADO,TX,400377
48091,COMAL,TX,3484311
48093,COMANCHE,TX,460831
48095,CONCHO,TX,23930
48097,COOKE,TX,1657441
48099,CORYELL,TX,1596821
48103,CRANE,TX,98216
48105,CROCKETT,TX,50743
48107,CROSBY,TX,137874
48109,CULBERSON,TX,700
48111,DALLAM,TX,187409
48113,DALLAS,TX,65879678
48115,DAWSON,TX,287321
48117,DEAF SMITH,TX,414931
48119,DELTA,TX,98024
48121,DENTON,TX,17099445
48123,DE WITT,TX,873050
48125,DICKENS,TX,51771
48127,DIMMIT,TX,337734
48129,DONLEY,TX,96904
48131,DUVAL,TX,83253
48133,EASTLAND,TX,1001886
48135,ECTOR,TX,5689601
48137,EDWARDS,TX,2886
48139,ELLIS,TX,4270936
48141,EL PASO,TX,12275091
48143,ERATH,TX,1297260
48145,FALLS,TX,588401
48147,FANNIN,TX,1108219
48149,FAYETTE,TX,788389
48151,FISHER,TX,90646
48153,FLOYD,TX,109039
48155,FOARD,TX,25214
48157,FORT BEND,TX,14723873
48159,FRANKLIN,TX,332893
48161,FREESTONE,TX,434463
48163,FRIO,TX,319131
48165,GAINES,TX,410011
48167,GALVESTON,TX,11690395
48169,GARZA,TX,97127
48171,GILLESPIE,TX,775644
48175,GOLIAD,TX,94066
48177,GONZALES,TX,419436
48179,GRAY,TX,849874
48181,GRAYSON,TX,7355787
48183,GREGG,TX,8159801
48185,GRIMES,TX,295003
48187,GUADALUPE,TX,2865707
48189,HALE,TX,795411
48191,HALL,TX,91823
48193,HAMILTON,TX,504736
48195,HANSFORD,TX,56324
48197,HARDEMAN,TX,92586
48199,HARDIN,TX,2000916
48201,HARRIS,TX,151593798
48203,HARRISON,TX,2045569
48207,HASKELL,TX,282144
48209,HAYS,TX,3490879
48211,HEMPHILL,TX,79877
48213,HENDERSON,TX,3256754
48215,HIDALGO,TX,7209504
48217,HILL,TX,1534179
48219,HOCKLEY,TX,694389
48221,HOOD,TX,2344731
48223,HOPKINS,TX,2341640
48225,HOUSTON,TX,768960
48227,HOWARD,TX,1307849
48231,HUNT,TX,4021280
48233,HUTCHINSON,TX,742083
48237,JACK,TX,224864
48239,JACKSON,TX,304757
48241,JASPER,TX,2287933
48245,JEFFERSON,TX,10903063
48247,JIM HOGG,TX,61427
48249,JIM WELLS,TX,1733299
48251,JOHNSON,TX,6226564
48253,JONES,TX,404277
48255,KARNES,TX,439319
48257,KAUFMAN,TX,4171896
48259,KENDALL,TX,1174966
48265,KERR,TX,2100582
48267,KIMBLE,TX,175419
48271,KINNEY,TX,41487
48273,KLEBERG,TX,719154
48275,KNOX,TX,117224
48277,LAMAR,TX,2817343
48279,LAMB,TX,390699
48281,LAMPASAS,TX,510026
48283,LA SALLE,TX,120043
48285,LAVACA,TX,651549
48287,LEE,TX,356226
48289,LEON,TX,348481
48291,LIBERTY,TX,4911554
48293,LIMESTONE,TX,1143653
48295,LIPSCOMB,TX,10700
48297,LIVE OAK,TX,162823
48299,LLANO,TX,800999
48303,LUBBOCK,TX,11085126
48305,LYNN,TX,48246
48307,MCCULLOCH,TX,375104
48309,MCLENNAN,TX,8019597
48313,MADISON,TX,474890
48315,MARION,TX,141431
